x1,x2,x3,x4,y
-0.479666999706872,-0.001009603637085,0.628837267013732,3.07607087016563,1
-0.089228822985041,-0.571868786921351,0.417626268236804,0.688964879482791,1
0.16130211337962,-0.735230830195146,-0.981390945681042,-2.22588383669544,0
-0.925589297169777,-0.363515876727458,-0.741853677607923,-1.47854625183085,0
0.019598190261005,0.185817363591951,-0.623635549258486,2.37082903358086,0
-0.126421407576343,0.0022426041367,-0.020385242263383,0.103586509639044,0
0.893004588097421,0.744929883146179,-0.190503320019713,0.586157424818671,0
0.294804160617591,-0.343409534189477,-0.257621054018338,1.73898997489646,0
0.334458696872378,0.48774167608995,-0.333166286721331,1.07339138315155,0
-0.67204320040544,-0.156498785363927,-0.83506065470291,-0.628261511374458,0
0.829028348276121,-0.900914130572117,0.711442683951461,0.278531725607491,1
0.673845078349307,-0.176615426412088,-0.423918024088476,3.3490451499496,0
-0.538922263440837,-0.420490609195198,-0.474984623375999,-0.537532378613399,0
0.749777746751688,0.469024886320346,-0.185197654722006,0.750862478422289,0
-0.838315394053532,0.7770508384291,0.16130451049577,-0.82567433627722,0
-0.551628454027175,-0.320302277583728,0.408026769736717,-0.531282820524764,0
-0.998759654515998,0.574278338488678,-0.932913513504311,0.630145497421996,0
0.539715386680693,-0.151489027573227,0.309099030764858,-0.029108539815202,1
-0.065999364430988,-0.90397260861387,0.835403529712011,-0.767417845056521,1
-0.829430536939645,0.440734144250508,0.933612758935904,1.05076920222451,1
-0.64093535033427,0.826147996567674,-0.51665567481558,-0.188131113373181,0
0.735706489958302,-0.117341201885346,-0.226752529590716,-0.022851788373053,0
-0.019485684879728,0.457013425558311,0.152850102786841,3.83734225780748,0
0.537837590324059,-0.359791411722992,-0.552334068827978,0.184737663245338,0
0.036798565371237,-0.023848090399776,-0.366484692575485,2.11829530127942,0
-0.205159725915382,-0.644742824591862,-0.513741402425709,-0.268590991195297,0
0.546042866178793,-0.218366379423067,0.43638088735281,-1.83952894689473,1
0.702992646077871,-0.147878962571867,-0.266509542270656,-0.292090850805437,0
0.536880802986927,-0.283146236756064,-0.339628150098946,0.099945881202483,0
-0.289718733937147,0.218644252033695,0.093217948051543,1.40551658048523,0
0.723744546558871,0.783387964478786,0.615646202985257,-1.64463689632326,0
-0.685719999729147,-0.123225178043384,0.218026785811408,2.58802686944501,0
-0.772534359709666,-0.476938430194572,0.686258616277342,1.98268863753922,0
0.280659134528775,-0.417306410660923,0.655644485737323,0.09057642224596,1
-0.898741865321965,-0.3877028340216,-0.788329440437572,-1.42051362717645,0
0.888464286546946,0.625422242019986,0.313938121157644,2.59003935427,1
-0.208391115739677,0.686954723506241,-0.894305547411828,-1.28081233510166,0
0.798867954306503,0.413247402897861,0.974488601149573,1.07197379901381,1
0.074001635815525,-0.537503322239611,0.877369621149757,0.766236496469525,1
-0.313763398418345,0.841292495794776,0.57044693120788,-1.61709380121591,0
-0.454895237563194,0.139764672602465,-0.74531470045992,1.6594453301828,0
-0.925663862032651,0.199035647656397,0.379346506296084,-1.39453873439558,0
-0.561776761206372,0.606335654807866,0.981366039830586,1.57439371144234,0
0.041838783332207,0.985820300418735,0.517829565585627,-0.782470420227684,0
-0.99823418992435,-0.180897784666436,0.541399483393339,2.01551627815977,0
-0.355769638869211,-0.618585826300661,-0.085890155913686,-0.896200509432446,0
-0.903631278433475,0.936532689005344,0.40405769811871,-0.645271594009642,0
0.306002960555436,-0.303823631873813,0.646167078461478,0.774957779388113,1
0.430822171202808,0.385809326860598,-0.494395023723602,3.64741682839767,0
-0.091927427963039,0.968877728718074,-0.023728325254009,-1.94960668451326,0
-0.073080917197592,-0.371700879926367,0.612121631577355,0.442561762635052,0
0.485797933466031,-0.484226707933688,0.925306775134402,0.163611931098535,1
-0.255135398938232,-0.362672458827465,0.683266951510366,-0.034524529382858,1
0.262928078729915,-0.054017423371571,0.964187487969843,0.492013322913368,1
0.473544273389119,-0.461192373404471,0.936670822968763,-0.3125967167134,1
-0.709736692296203,0.054364503495001,0.148511013531521,-0.832022098986419,0
-0.895160997027323,0.805695123562815,0.457244783291378,3.66113760733546,0
-0.720036210543509,0.16964397163051,-0.199415816315921,-0.864142683707902,0
0.19887808542506,0.592963926145321,0.221771308589832,-0.144284781470447,1
0.371162154417799,0.945965491645672,-0.046523680617976,-0.856225204525874,0
-0.475345717847073,-0.610551334032973,0.371194855338441,-3.45761263931695,0
0.261440469009735,-0.617487844804548,-0.061929383759737,-0.381047264218558,0
0.532861191438828,-0.751213077057575,-0.161523464366373,0.062750825326229,0
-0.299682028187771,0.247542341665419,0.037575623900715,-1.44556790808399,0
-0.567126489827142,0.860458609578251,-0.044657235619163,0.336203884912106,0
-0.501944395018743,-0.642927688563876,-0.796034165928079,-0.485100417072555,0
-0.732991456462621,0.435696013836749,0.745841278490003,-0.921808559958591,0
0.990502718106031,0.328300212610224,-0.29026510325905,-1.00576568248662,0
0.091358661419897,0.056533128844925,0.373089607471257,4.10857562474597,1
